sectorSalida;sectorLlegada;RijCorregido;flow
19-2040;29-1190;-1;0
19-2040;29-2010;-1;0
19-2040;29-2020;-1;0
19-2040;29-2030;-1;0
19-2040;29-2040;-1;0
19-2040;29-2050;-1;0
19-2040;29-2060;-1;0
19-2040;29-2070;-1;0
19-2040;29-2080;-1;0
19-2040;29-2090;-1;0
19-2040;29-9000;0.9965088674766094;2
19-2040;31-1010;-1;0
19-2040;31-2010;-1;0
19-2040;31-2020;-1;0
19-2040;31-9010;-1;0
19-2040;31-9090;-1;0
19-2040;33-1010;-1;0
19-2040;33-1020;-1;0
19-2040;33-1090;-1;0
19-2040;33-2010;-1;0
19-2040;33-3010;-1;0
19-2040;33-3020;-1;0
19-2040;33-3040;-1;0
19-2040;33-3050;-1;0
19-2040;33-9010;-1;0
19-2040;33-9020;-1;0
19-2040;33-9030;-1;0
19-2040;33-9090;-1;0
19-2040;35-1010;-1;0
19-2040;35-2010;-1;0
19-2040;35-2020;-1;0
19-2040;35-3010;-1;0
19-2040;35-3020;-1;0
19-2040;35-3030;-1;0
19-2040;35-3040;-1;0
19-2040;35-9010;-1;0
19-2040;35-9020;-1;0
19-2040;35-9030;-1;0
19-2040;37-1010;-1;0
19-2040;37-2010;-1;0
19-2040;37-2020;-1;0
19-2040;37-3010;-1;0
19-2040;39-1010;-1;0
19-2040;39-1020;-1;0
19-2040;39-2020;-1;0
19-2040;39-3010;-1;0
19-2040;39-3020;-1;0
19-2040;39-3030;-1;0
19-2040;39-3090;-1;0
19-2040;39-40X0;-1;0
19-2040;39-5010;-1;0
19-2040;39-5090;-1;0
19-2040;39-6010;-1;0
19-2040;39-7010;-1;0
19-2040;39-9010;-1;0
19-2040;39-9020;-1;0
19-2040;39-9030;-1;0
19-2040;39-9040;-1;0
19-2040;39-9090;-1;0
19-2040;41-1010;-1;0
19-2040;41-2010;-1;0
19-2040;41-2020;-1;0
19-2040;41-2030;0.5919162676762053;1
19-2040;41-3010;-1;0
19-2040;41-3020;-1;0
19-2040;41-3030;-1;0
19-2040;41-3040;-1;0
19-2040;41-3090;-1;0
19-2040;41-4010;-1;0
19-2040;41-9010;-1;0
19-2040;41-9020;-1;0
19-2040;41-9030;-1;0
19-2040;41-9040;-1;0
19-2040;41-9090;-1;0
19-2040;43-1010;-1;0
19-2040;43-2010;-1;0
19-2040;43-2020;-1;0
19-2040;43-2090;-1;0
19-2040;43-3010;-1;0
19-2040;43-3020;-1;0
19-2040;43-3030;-1;0
19-2040;43-3040;-1;0
19-2040;43-3050;-1;0
19-2040;43-3060;-1;0
19-2040;43-3070;-1;0
19-2040;43-4010;-1;0
19-2040;43-4030;-1;0
19-2040;43-4040;-1;0
19-2040;43-4050;-1;0
19-2040;43-4060;-1;0
19-2040;43-4070;-1;0
19-2040;43-4080;-1;0
19-2040;43-4110;-1;0
19-2040;43-4120;-1;0
19-2040;43-4130;-1;0
19-2040;43-4140;-1;0
19-2040;43-4150;-1;0
19-2040;43-4160;-1;0
19-2040;43-4170;-1;0
19-2040;43-4180;-1;0
19-2040;43-4190;-1;0
19-2040;43-5010;-1;0
19-2040;43-5020;-1;0
19-2040;43-5030;-1;0
19-2040;43-5040;-1;0
19-2040;43-5050;-1;0
19-2040;43-5060;-1;0
19-2040;43-5070;-1;0
19-2040;43-5080;-1;0
19-2040;43-5110;-1;0
19-2040;43-6010;-1;0
19-2040;43-9010;-1;0
19-2040;43-9020;-1;0
19-2040;43-9040;-1;0
19-2040;43-9050;-1;0
19-2040;43-9060;-1;0
19-2040;43-9070;-1;0
19-2040;43-9080;-1;0
19-2040;43-9110;-1;0
19-2040;43-9190;-1;0
19-2040;45-1010;-1;0
19-2040;45-2010;-1;0
19-2040;45-2040;-1;0
19-2040;45-2090;-1;0
19-2040;45-3010;-1;0
19-2040;45-4010;-1;0
19-2040;45-4020;-1;0
19-2040;47-1010;-1;0
19-2040;47-2010;-1;0
19-2040;47-2020;-1;0
19-2040;47-2030;-1;0
19-2040;47-2040;-1;0
19-2040;47-2050;-1;0
19-2040;47-2060;-1;0
19-2040;47-2070;-1;0
19-2040;47-2080;-1;0
19-2040;47-2110;-1;0
19-2040;47-2120;-1;0
19-2040;47-2130;-1;0
19-2040;47-2140;-1;0
19-2040;47-2150;-1;0
19-2040;47-2160;-1;0
19-2040;47-2170;-1;0
19-2040;47-2180;-1;0
19-2040;47-2210;-1;0
19-2040;47-2220;-1;0
19-2040;47-3010;-1;0
19-2040;47-4010;-1;0
19-2040;47-4020;-1;0
19-2040;47-4030;-1;0
19-2040;47-4050;-1;0
19-2040;47-4090;-1;0
19-2040;47-5010;-1;0
19-2040;47-5020;-1;0
19-2040;47-5030;-1;0
19-2040;47-5040;-1;0
19-2040;47-50X0;-1;0
19-2040;49-1010;-1;0
19-2040;49-2010;-1;0
19-2040;49-2020;-1;0
19-2040;49-2090;-1;0
19-2040;49-3010;-1;0
19-2040;49-3020;-1;0
19-2040;49-3030;-1;0
19-2040;49-3040;-1;0
19-2040;49-3050;-1;0
19-2040;49-3090;-1;0
19-2040;49-9010;-1;0
19-2040;49-9020;-1;0
19-2040;49-9030;-1;0
19-2040;49-9040;-1;0
19-2040;49-9050;-1;0
19-2040;49-9060;-1;0
19-2040;49-9070;-1;0
19-2040;49-9090;-1;0
19-2040;51-1010;-1;0
19-2040;51-2010;-1;0
19-2040;51-2020;-1;0
19-2040;51-2030;-1;0
19-2040;51-2040;-1;0
19-2040;51-2090;-1;0
19-2040;51-3010;-1;0
19-2040;51-3020;-1;0
19-2040;51-3090;-1;0
19-2040;51-4010;-1;0
19-2040;51-4020;-1;0
19-2040;51-4030;-1;0
19-2040;51-4040;-1;0
19-2040;51-4050;-1;0
19-2040;51-4060;-1;0
19-2040;51-4070;-1;0
19-2040;51-4110;-1;0
19-2040;51-4120;-1;0
19-2040;51-4190;-1;0
19-2040;51-5110;-1;0
19-2040;51-6010;-1;0
19-2040;51-6020;-1;0
19-2040;51-6030;-1;0
19-2040;51-6040;-1;0
19-2040;51-6050;-1;0
19-2040;51-6060;-1;0
19-2040;51-6090;-1;0
19-2040;51-7010;-1;0
19-2040;51-7020;-1;0
19-2040;51-7040;-1;0
19-2040;51-8010;-1;0
19-2040;51-8020;-1;0
19-2040;51-8030;-1;0
19-2040;51-8090;-1;0
19-2040;51-9010;-1;0
19-2040;51-9020;-1;0
19-2040;51-9030;-1;0
19-2040;51-9040;-1;0
19-2040;51-9050;-1;0
19-2040;51-9060;-1;0
19-2040;51-9070;-1;0
19-2040;51-9080;-1;0
19-2040;51-9110;-1;0
19-2040;51-9120;-1;0
19-2040;51-9150;-1;0
19-2040;51-9190;-1;0
19-2040;53-1000;-1;0
19-2040;53-2010;-1;0
19-2040;53-2020;-1;0
19-2040;53-2030;-1;0
19-2040;53-3010;-1;0
19-2040;53-3020;-1;0
19-2040;53-3030;-1;0
19-2040;53-3040;-1;0
19-2040;53-3090;-1;0
19-2040;53-4010;-1;0
19-2040;53-4020;-1;0
19-2040;53-4030;-1;0
19-2040;53-40X0;-1;0
19-2040;53-5010;-1;0
19-2040;53-5020;-1;0
19-2040;53-6020;-1;0
19-2040;53-6030;-1;0
19-2040;53-6050;-1;0
19-2040;53-60X0;-1;0
19-2040;53-7020;-1;0
19-2040;53-7030;-1;0
19-2040;53-7040;-1;0
19-2040;53-7050;-1;0
19-2040;53-7060;-1;0
19-2040;53-7070;-1;0
19-2040;53-7080;-1;0
19-2040;53-7190;0.7374977213343866;1
19-2040;55-1010;-1;0
19-2040;55-2010;-1;0
19-2040;55-3010;-1;0
19-2090;11-1010;-1;0
19-2090;11-1020;-1;0
19-2090;11-2010;-1;0
19-2090;11-2020;-1;0
19-2090;11-2030;-1;0
19-2090;11-3010;-1;0
19-2090;11-3020;-1;0
19-2090;11-3030;-1;0
19-2090;11-3050;-1;0
19-2090;11-3060;-1;0
19-2090;11-3070;-1;0
19-2090;11-3110;-1;0
19-2090;11-9010;-1;0
19-2090;11-9020;-1;0
19-2090;11-9030;-1;0
19-2090;11-9040;-1;0
19-2090;11-9050;-1;0
19-2090;11-9060;-1;0
19-2090;11-9070;-1;0
19-2090;11-9080;-1;0
19-2090;11-9110;-1;0
19-2090;11-9120;-1;0
19-2090;11-9140;-1;0
19-2090;11-9150;-1;0
19-2090;11-9190;0.5290091438960483;1
19-2090;13-1010;-1;0
19-2090;13-1020;-1;0
19-2090;13-1030;-1;0
19-2090;13-1040;0.9817035137570171;1
19-2090;13-1050;-1;0
19-2090;13-1070;-1;0
19-2090;13-1080;-1;0
19-2090;13-1110;-1;0
19-2090;13-1120;-1;0
19-2090;13-1160;-1;0
19-2090;13-2010;-1;0
19-2090;13-2020;-1;0
19-2090;13-2030;-1;0
19-2090;13-2040;-1;0
19-2090;13-2050;-1;0
19-2090;13-2060;-1;0
19-2090;13-2070;-1;0
19-2090;13-2080;-1;0
19-2090;13-2090;-1;0
19-2090;15-1110;-1;0
19-2090;15-1120;-1;0
19-2090;15-1130;-1;0
19-2090;15-1140;-1;0
19-2090;15-1150;-1;0
19-2090;15-2010;-1;0
19-2090;15-2030;-1;0
19-2090;15-2090;-1;0
19-2090;17-1010;-1;0
19-2090;17-1020;-1;0
19-2090;17-2010;-1;0
19-2090;17-2030;-1;0
19-2090;17-2040;-1;0
19-2090;17-2050;-1;0
19-2090;17-2060;-1;0
19-2090;17-2070;-1;0
19-2090;17-2080;-1;0
19-2090;17-2110;-1;0
19-2090;17-2130;-1;0
19-2090;17-2140;-1;0
19-2090;17-2170;-1;0
19-2090;17-2190;0.9817035137570171;1
19-2090;17-3010;-1;0
19-2090;17-3020;-1;0
19-2090;17-3030;-1;0
19-2090;19-1010;-1;0
19-2090;19-1020;-1;0
19-2090;19-1030;-1;0
19-2090;19-1040;0.9983227339436718;1
19-2090;19-2010;-1;0
19-2090;19-2020;-1;0
19-2090;19-2030;-1;0
19-2090;19-2040;-1;0
19-2090;19-2090;-1;0
19-2090;19-3010;-1;0
19-2090;19-3020;-1;0
19-2090;19-3030;-1;0
19-2090;19-3050;-1;0
19-2090;19-3090;0.9987417866629387;1
19-2090;19-4010;-1;0
19-2090;19-4020;-1;0
19-2090;19-4030;-1;0
19-2090;19-4090;-1;0
19-2090;21-1010;-1;0
19-2090;21-1020;-1;0
19-2090;21-1090;-1;0
19-2090;21-2010;-1;0
19-2090;21-2020;-1;0
19-2090;21-2090;-1;0
19-2090;23-1010;-1;0
19-2090;23-2010;-1;0
19-2090;23-2090;-1;0
19-2090;25-1000;-1;0
19-2090;25-2010;-1;0
19-2090;25-2020;-1;0
19-2090;25-2030;-1;0
19-2090;25-2050;-1;0
19-2090;25-3000;-1;0
19-2090;25-4010;-1;0
19-2090;25-4020;-1;0
19-2090;25-4030;-1;0
19-2090;25-9040;-1;0
19-2090;25-90X0;-1;0
19-2090;27-1010;-1;0
19-2090;27-1020;-1;0
19-2090;27-2010;-1;0
19-2090;27-2020;-1;0
19-2090;27-2030;-1;0
19-2090;27-2040;-1;0
19-2090;27-2090;-1;0
19-2090;27-3010;-1;0
19-2090;27-3020;-1;0
19-2090;27-3030;-1;0
19-2090;27-3040;-1;0
19-2090;27-3090;-1;0
19-2090;27-4010;-1;0
19-2090;27-4020;-1;0
19-2090;27-4030;-1;0
19-2090;29-1010;-1;0
19-2090;29-1030;-1;0
19-2090;29-1050;-1;0
19-2090;29-1060;-1;0
19-2090;29-1070;-1;0
19-2090;29-1120;-1;0
19-2090;29-1130;-1;0
19-2090;29-1140;-1;0
19-2090;29-1190;-1;0
19-2090;29-2010;-1;0
19-2090;29-2020;-1;0
19-2090;29-2030;-1;0
19-2090;29-2040;-1;0
19-2090;29-2050;-1;0
19-2090;29-2060;-1;0
19-2090;29-2070;-1;0
19-2090;29-2080;-1;0
19-2090;29-2090;-1;0
19-2090;29-9000;-1;0
19-2090;31-1010;-1;0
19-2090;31-2010;-1;0
19-2090;31-2020;-1;0
19-2090;31-9010;-1;0
19-2090;31-9090;-1;0
19-2090;33-1010;-1;0
19-2090;33-1020;-1;0
19-2090;33-1090;-1;0
19-2090;33-2010;-1;0
19-2090;33-3010;-1;0
19-2090;33-3020;-1;0
19-2090;33-3040;-1;0
19-2090;33-3050;-1;0
19-2090;33-9010;-1;0
19-2090;33-9020;-1;0
19-2090;33-9030;-1;0
19-2090;33-9090;-1;0
19-2090;35-1010;-1;0
19-2090;35-2010;-1;0
19-2090;35-2020;-1;0
19-2090;35-3010;-1;0
19-2090;35-3020;-1;0
19-2090;35-3030;-1;0
19-2090;35-3040;-1;0
19-2090;35-9010;-1;0
19-2090;35-9020;-1;0
19-2090;35-9030;-1;0
19-2090;37-1010;-1;0
19-2090;37-2010;-1;0
19-2090;37-2020;-1;0
19-2090;37-3010;-1;0
19-2090;39-1010;-1;0
19-2090;39-1020;-1;0
19-2090;39-2020;-1;0
19-2090;39-3010;-1;0
19-2090;39-3020;-1;0
19-2090;39-3030;-1;0
19-2090;39-3090;-1;0
19-2090;39-40X0;-1;0
19-2090;39-5010;-1;0
19-2090;39-5090;-1;0
19-2090;39-6010;-1;0
19-2090;39-7010;-1;0
19-2090;39-9010;-1;0
19-2090;39-9020;-1;0
19-2090;39-9030;-1;0
19-2090;39-9040;-1;0
19-2090;39-9090;-1;0
19-2090;41-1010;-1;0
19-2090;41-2010;-1;0
19-2090;41-2020;-1;0
19-2090;41-2030;-1;0
19-2090;41-3010;-1;0
19-2090;41-3020;-1;0
19-2090;41-3030;-1;0
19-2090;41-3040;-1;0
19-2090;41-3090;-1;0
19-2090;41-4010;-1;0
19-2090;41-9010;-1;0
19-2090;41-9020;-1;0
19-2090;41-9030;-1;0
19-2090;41-9040;-1;0
19-2090;41-9090;-1;0
19-2090;43-1010;-1;0
19-2090;43-2010;-1;0
19-2090;43-2020;-1;0
19-2090;43-2090;-1;0
19-2090;43-3010;-1;0
19-2090;43-3020;-1;0
19-2090;43-3030;-1;0
19-2090;43-3040;-1;0
19-2090;43-3050;-1;0
19-2090;43-3060;-1;0
19-2090;43-3070;-1;0
19-2090;43-4010;-1;0
19-2090;43-4030;-1;0
19-2090;43-4040;-1;0
19-2090;43-4050;-1;0
19-2090;43-4060;-1;0
19-2090;43-4070;-1;0
19-2090;43-4080;-1;0
19-2090;43-4110;-1;0
19-2090;43-4120;-1;0
19-2090;43-4130;-1;0
19-2090;43-4140;-1;0
19-2090;43-4150;-1;0
19-2090;43-4160;-1;0
19-2090;43-4170;-1;0
19-2090;43-4180;-1;0
19-2090;43-4190;-1;0
19-2090;43-5010;-1;0
19-2090;43-5020;-1;0
19-2090;43-5030;-1;0
19-2090;43-5040;-1;0
19-2090;43-5050;-1;0
19-2090;43-5060;-1;0
19-2090;43-5070;-1;0
19-2090;43-5080;-1;0
19-2090;43-5110;-1;0
19-2090;43-6010;-1;0
19-2090;43-9010;-1;0
19-2090;43-9020;-1;0
19-2090;43-9040;-1;0
19-2090;43-9050;-1;0
19-2090;43-9060;-1;0
19-2090;43-9070;-1;0
19-2090;43-9080;-1;0
19-2090;43-9110;-1;0
19-2090;43-9190;0.8408549539689693;1
19-2090;45-1010;-1;0
19-2090;45-2010;-1;0
19-2090;45-2040;-1;0
19-2090;45-2090;-1;0
19-2090;45-3010;-1;0
19-2090;45-4010;-1;0
19-2090;45-4020;-1;0
19-2090;47-1010;-1;0
19-2090;47-2010;-1;0
19-2090;47-2020;-1;0
19-2090;47-2030;-1;0
19-2090;47-2040;-1;0
19-2090;47-2050;-1;0
19-2090;47-2060;-1;0
19-2090;47-2070;-1;0
19-2090;47-2080;-1;0
19-2090;47-2110;-1;0
19-2090;47-2120;-1;0
19-2090;47-2130;-1;0
19-2090;47-2140;-1;0
19-2090;47-2150;-1;0
19-2090;47-2160;-1;0
19-2090;47-2170;-1;0
19-2090;47-2180;-1;0
19-2090;47-2210;-1;0
19-2090;47-2220;-1;0
19-2090;47-3010;-1;0
19-2090;47-4010;-1;0
19-2090;47-4020;-1;0
19-2090;47-4030;-1;0
19-2090;47-4050;-1;0
19-2090;47-4090;-1;0
19-2090;47-5010;-1;0
19-2090;47-5020;-1;0
19-2090;47-5030;-1;0
19-2090;47-5040;-1;0
19-2090;47-50X0;-1;0
19-2090;49-1010;-1;0
19-2090;49-2010;-1;0
19-2090;49-2020;-1;0
19-2090;49-2090;-1;0
19-2090;49-3010;-1;0
19-2090;49-3020;-1;0
19-2090;49-3030;-1;0
19-2090;49-3040;-1;0
19-2090;49-3050;-1;0
19-2090;49-3090;-1;0
19-2090;49-9010;-1;0
19-2090;49-9020;-1;0
19-2090;49-9030;-1;0
19-2090;49-9040;-1;0
19-2090;49-9050;-1;0
19-2090;49-9060;-1;0
19-2090;49-9070;-1;0
19-2090;49-9090;-1;0
19-2090;51-1010;-1;0
19-2090;51-2010;-1;0
19-2090;51-2020;-1;0
19-2090;51-2030;-1;0
19-2090;51-2040;-1;0
19-2090;51-2090;-1;0
19-2090;51-3010;-1;0
19-2090;51-3020;-1;0
19-2090;51-3090;-1;0
19-2090;51-4010;-1;0
19-2090;51-4020;-1;0
19-2090;51-4030;-1;0
19-2090;51-4040;-1;0
19-2090;51-4050;-1;0
19-2090;51-4060;-1;0
19-2090;51-4070;-1;0
19-2090;51-4110;-1;0
19-2090;51-4120;-1;0
19-2090;51-4190;-1;0
19-2090;51-5110;-1;0
19-2090;51-6010;-1;0
19-2090;51-6020;-1;0
19-2090;51-6030;-1;0
19-2090;51-6040;-1;0
19-2090;51-6050;-1;0
19-2090;51-6060;-1;0
19-2090;51-6090;-1;0
19-2090;51-7010;-1;0
19-2090;51-7020;-1;0
19-2090;51-7040;-1;0
19-2090;51-8010;-1;0
19-2090;51-8020;-1;0
19-2090;51-8030;-1;0
19-2090;51-8090;-1;0
19-2090;51-9010;-1;0
19-2090;51-9020;-1;0
19-2090;51-9030;-1;0
19-2090;51-9040;-1;0
19-2090;51-9050;-1;0
19-2090;51-9060;-1;0
19-2090;51-9070;-1;0
19-2090;51-9080;-1;0
19-2090;51-9110;-1;0
19-2090;51-9120;-1;0
19-2090;51-9150;-1;0
19-2090;51-9190;-1;0
19-2090;53-1000;-1;0
19-2090;53-2010;-1;0
19-2090;53-2020;-1;0
19-2090;53-2030;-1;0
19-2090;53-3010;-1;0
19-2090;53-3020;-1;0
19-2090;53-3030;-1;0
19-2090;53-3040;-1;0
19-2090;53-3090;-1;0
19-2090;53-4010;-1;0
19-2090;53-4020;-1;0
19-2090;53-4030;-1;0
19-2090;53-40X0;-1;0
19-2090;53-5010;-1;0
19-2090;53-5020;-1;0
19-2090;53-6020;-1;0
19-2090;53-6030;-1;0
19-2090;53-6050;-1;0
19-2090;53-60X0;-1;0
19-2090;53-7020;-1;0
19-2090;53-7030;-1;0
19-2090;53-7040;-1;0
19-2090;53-7050;-1;0
19-2090;53-7060;-1;0
19-2090;53-7070;-1;0
19-2090;53-7080;-1;0
19-2090;53-7190;-1;0
19-2090;55-1010;-1;0
19-2090;55-2010;-1;0
19-2090;55-3010;-1;0
19-3010;11-1010;-1;0
19-3010;11-1020;0.8523029085962298;1
19-3010;11-2010;0.9724080844312616;1
19-3010;11-2020;0.4046274008940413;1
19-3010;11-2030;-1;0
19-3010;11-3010;-1;0
19-3010;11-3020;-1;0
19-3010;11-3030;0.8459254158507457;3
19-3010;11-3050;-1;0
19-3010;11-3060;-1;0
19-3010;11-3070;-1;0
19-3010;11-3110;-1;0
19-3010;11-9010;-1;0
19-3010;11-9020;-1;0
19-3010;11-9030;-1;0
19-3010;11-9040;-1;0
19-3010;11-9050;-1;0
19-3010;11-9060;-1;0
19-3010;11-9070;-1;0
19-3010;11-9080;-1;0
19-3010;11-9110;-1;0
19-3010;11-9120;-1;0
19-3010;11-9140;-1;0
19-3010;11-9150;-1;0
19-3010;11-9190;0.6853617107921147;11
19-3010;13-1010;-1;0
19-3010;13-1020;-1;0
19-3010;13-1030;-1;0
19-3010;13-1040;-1;0
19-3010;13-1050;-1;0
19-3010;13-1070;-1;0
19-3010;13-1080;-1;0
19-3010;13-1110;-1;0
19-3010;13-1120;-1;0
19-3010;13-1160;-1;0
19-3010;13-2010;0.8935169856300907;5
19-3010;13-2020;-1;0
19-3010;13-2030;-1;0
19-3010;13-2040;-1;0
19-3010;13-2050;0.9455671225420154;1
19-3010;13-2060;-1;0
19-3010;13-2070;-1;0
19-3010;13-2080;-1;0
19-3010;13-2090;-1;0
19-3010;15-1110;0.8873512133946448;3
19-3010;15-1120;-1;0
19-3010;15-1130;0.7043571556297312;1
19-3010;15-1140;-1;0
19-3010;15-1150;-1;0
19-3010;15-2010;-1;0
19-3010;15-2030;-1;0
19-3010;15-2090;-1;0
19-3010;17-1010;-1;0
19-3010;17-1020;-1;0
19-3010;17-2010;-1;0
19-3010;17-2030;-1;0
19-3010;17-2040;-1;0
19-3010;17-2050;-1;0
19-3010;17-2060;-1;0
19-3010;17-2070;-1;0
19-3010;17-2080;-1;0
19-3010;17-2110;-1;0
19-3010;17-2130;-1;0
19-3010;17-2140;-1;0
19-3010;17-2170;-1;0
19-3010;17-2190;-1;0
19-3010;17-3010;-1;0
19-3010;17-3020;-1;0
19-3010;17-3030;-1;0
19-3010;19-1010;-1;0
19-3010;19-1020;-1;0
19-3010;19-1030;-1;0
19-3010;19-1040;-1;0
19-3010;19-2010;-1;0
19-3010;19-2020;-1;0
19-3010;19-2030;-1;0
19-3010;19-2040;-1;0
19-3010;19-2090;0.9806053889312184;1
19-3010;19-3010;-1;0
19-3010;19-3020;-1;0
19-3010;19-3030;-1;0
19-3010;19-3050;-1;0
19-3010;19-3090;-1;0
19-3010;19-4010;-1;0
19-3010;19-4020;-1;0
19-3010;19-4030;-1;0
19-3010;19-4090;0.8523029085962298;1
19-3010;21-1010;-1;0
19-3010;21-1020;-1;0
19-3010;21-1090;-1;0
19-3010;21-2010;-1;0
19-3010;21-2020;-1;0
19-3010;21-2090;-1;0
19-3010;23-1010;-1;0
19-3010;23-2010;-1;0
19-3010;23-2090;-1;0
19-3010;25-1000;-1;0
19-3010;25-2010;-1;0
19-3010;25-2020;-1;0
19-3010;25-2030;0.5475455972289874;1
19-3010;25-2050;-1;0
19-3010;25-3000;-1;0
19-3010;25-4010;-1;0
19-3010;25-4020;-1;0
19-3010;25-4030;-1;0
19-3010;25-9040;-1;0
19-3010;25-90X0;-1;0
19-3010;27-1010;-1;0
19-3010;27-1020;-1;0
19-3010;27-2010;-1;0
19-3010;27-2020;-1;0
19-3010;27-2030;-1;0
19-3010;27-2040;-1;0
19-3010;27-2090;-1;0
19-3010;27-3010;-1;0
19-3010;27-3020;0.9272090045157377;1
19-3010;27-3030;-1;0
19-3010;27-3040;-1;0
19-3010;27-3090;-1;0
19-3010;27-4010;-1;0
19-3010;27-4020;-1;0
19-3010;27-4030;-1;0
19-3010;29-1010;-1;0
19-3010;29-1030;-1;0
19-3010;29-1050;-1;0
19-3010;29-1060;-1;0
19-3010;29-1070;-1;0
19-3010;29-1120;-1;0
19-3010;29-1130;-1;0
19-3010;29-1140;-1;0
19-3010;29-1190;-1;0
19-3010;29-2010;-1;0
19-3010;29-2020;-1;0
19-3010;29-2030;-1;0
19-3010;29-2040;-1;0
19-3010;29-2050;-1;0
19-3010;29-2060;-1;0
19-3010;29-2070;-1;0
19-3010;29-2080;-1;0
19-3010;29-2090;-1;0
19-3010;29-9000;-1;0
19-3010;31-1010;-1;0
19-3010;31-2010;-1;0
19-3010;31-2020;-1;0
19-3010;31-9010;-1;0
19-3010;31-9090;-1;0
19-3010;33-1010;-1;0
19-3010;33-1020;-1;0
19-3010;33-1090;-1;0
19-3010;33-2010;-1;0
19-3010;33-3010;-1;0
19-3010;33-3020;-1;0
19-3010;33-3040;-1;0
19-3010;33-3050;-1;0
19-3010;33-9010;-1;0
19-3010;33-9020;-1;0
19-3010;33-9030;-1;0
19-3010;33-9090;-1;0
19-3010;35-1010;-1;0
19-3010;35-2010;-1;0
19-3010;35-2020;-1;0
19-3010;35-3010;-1;0
19-3010;35-3020;-1;0
19-3010;35-3030;-1;0
19-3010;35-3040;-1;0
19-3010;35-9010;-1;0
19-3010;35-9020;-1;0
19-3010;35-9030;-1;0
19-3010;37-1010;-1;0
19-3010;37-2010;-1;0
19-3010;37-2020;-1;0
19-3010;37-3010;-1;0
19-3010;39-1010;-1;0
19-3010;39-1020;-1;0
19-3010;39-2020;-1;0
19-3010;39-3010;-1;0
19-3010;39-3020;-1;0
19-3010;39-3030;-1;0
19-3010;39-3090;-1;0
19-3010;39-40X0;-1;0
19-3010;39-5010;-1;0
19-3010;39-5090;-1;0
19-3010;39-6010;-1;0
19-3010;39-7010;-1;0
19-3010;39-9010;-1;0
19-3010;39-9020;-1;0
19-3010;39-9030;-1;0
19-3010;39-9040;-1;0
19-3010;39-9090;-1;0
19-3010;41-1010;-1;0
19-3010;41-2010;-1;0
19-3010;41-2020;-1;0
19-3010;41-2030;-1;0
19-3010;41-3010;0.8940186792077897;1
19-3010;41-3020;0.7063913588351137;1
19-3010;41-3030;0.9508767141979941;2
19-3010;41-3040;-1;0
19-3010;41-3090;0.6323571387794714;1
19-3010;41-4010;0.4101691571731519;1
19-3010;41-9010;-1;0
19-3010;41-9020;-1;0
19-3010;41-9030;-1;0
19-3010;41-9040;-1;0
19-3010;41-9090;-1;0
19-3010;43-1010;-1;0
19-3010;43-2010;-1;0
19-3010;43-2020;-1;0
19-3010;43-2090;-1;0
19-3010;43-3010;-1;0
19-3010;43-3020;-1;0
19-3010;43-3030;0.5359080410377612;2
19-3010;43-3040;-1;0
19-3010;43-3050;-1;0
19-3010;43-3060;-1;0
19-3010;43-3070;-1;0
19-3010;43-4010;-1;0
19-3010;43-4030;-1;0
19-3010;43-4040;-1;0
19-3010;43-4050;-1;0
19-3010;43-4060;-1;0
19-3010;43-4070;-1;0
19-3010;43-4080;-1;0
19-3010;43-4110;-1;0
19-3010;43-4120;-1;0
19-3010;43-4130;-1;0
19-3010;43-4140;-1;0
19-3010;43-4150;-1;0
19-3010;43-4160;0.6942584582567992;1
19-3010;43-4170;-1;0
19-3010;43-4180;-1;0
19-3010;43-4190;-1;0
19-3010;43-5010;-1;0
19-3010;43-5020;-1;0
19-3010;43-5030;-1;0
19-3010;43-5040;-1;0
19-3010;43-5050;-1;0
19-3010;43-5060;-1;0
19-3010;43-5070;-1;0
19-3010;43-5080;-1;0
19-3010;43-5110;-1;0
19-3010;43-6010;-1;0
19-3010;43-9010;-1;0
19-3010;43-9020;-1;0
19-3010;43-9040;-1;0
19-3010;43-9050;-1;0
19-3010;43-9060;-1;0
19-3010;43-9070;-1;0
19-3010;43-9080;-1;0
19-3010;43-9110;-1;0
19-3010;43-9190;-1;0
19-3010;45-1010;-1;0
19-3010;45-2010;-1;0
19-3010;45-2040;-1;0
19-3010;45-2090;-1;0
19-3010;45-3010;-1;0
19-3010;45-4010;-1;0
19-3010;45-4020;-1;0
19-3010;47-1010;-1;0
19-3010;47-2010;-1;0
19-3010;47-2020;-1;0
19-3010;47-2030;-1;0
19-3010;47-2040;-1;0
19-3010;47-2050;-1;0
19-3010;47-2060;-1;0
19-3010;47-2070;-1;0
19-3010;47-2080;-1;0
19-3010;47-2110;-1;0
19-3010;47-2120;-1;0
19-3010;47-2130;-1;0
19-3010;47-2140;-1;0
19-3010;47-2150;-1;0
19-3010;47-2160;-1;0
19-3010;47-2170;-1;0
19-3010;47-2180;-1;0
19-3010;47-2210;-1;0
19-3010;47-2220;-1;0
19-3010;47-3010;-1;0
19-3010;47-4010;-1;0
19-3010;47-4020;-1;0
19-3010;47-4030;-1;0
19-3010;47-4050;-1;0
19-3010;47-4090;-1;0
19-3010;47-5010;-1;0
19-3010;47-5020;-1;0
19-3010;47-5030;-1;0
19-3010;47-5040;-1;0
19-3010;47-50X0;-1;0
